time,Tset,Ts,Ts2,Ts3,P,Imax,Ip2p,O777,O845,N391,He706,sum_int,V,freq,q,dsep,q_o,D_c,x_pos,y_pos,T_emb,Pset,P_emb,Prms,Rdel,Is,sig1,sig2,subs_type,Rot,tm_el
1571261430,40,32.95,31.62,21.21,1.5,3,5.6,11581.96,1248.49,12583.71,5931.9,669926.61,5.03,20,3,4,10,100,0,0,1037.55,2,2.04,2.08,-5.2,75,8.1,8.35,0,549.56,180
1571261431,40,32.96,31.71,21.24,1.48,3.2,5.6,11442.39,1310.21,13017.57,5836.8,711029.13,5.05,20,3,4,10,100,0,0,1037.55,2,1.96,1.61,-5.6,74,8.19,8.46,0,547.43,180
1571261433,40,32.98,31.72,21.21,1.56,3,5.4,11499.05,1282.61,12894.01,6169.65,666057.95,5.12,20,3,4,10,100,0,0,1037.55,2,1.96,1.66,-5.2,73,7.96,8.4,0,552.43,180
1571261434,40,32.98,31.72,21.33,1.56,3.2,5.4,11278.06,1253.54,12410.88,6058.66,642254.95,5.05,20,3,4,10,100,0,0,1037.55,2,1.97,1.71,-5.2,74,7.84,8.58,0,552.19,180
1571261435,40,32.95,31.69,21.19,1.48,3.2,5.8,11267.71,1175.32,12763.31,5950.01,657412.5,5.04,20,3,4,10,100,0,0,1037.55,2,2.03,2.02,-5.2,74,7.9,8.77,0,548.05,180
1571261436,40,32.91,31.62,21.17,1.54,3,5.4,11348.4,1185.79,12755.06,5958.14,681530.86,5.08,20,3,4,10,100,0,0,1037.55,2,1.93,1.76,-6,78,7.79,8.68,0,549.69,180
1571261438,40,32.91,31.6,21.22,1.46,3,5.4,11366.26,1287.91,12712.07,6034.52,637514.38,5.09,20,3,4,10,100,0,0,1037.55,2,1.99,2.02,-5.2,70,7.77,8.34,0,555.35,180
1571261439,40,32.92,31.71,21.35,1.48,3.2,5.6,11278.06,1230.14,12687.06,5885.46,617206.54,5.04,20,3,4,10,100,0,0,1037.55,2,2.02,1.56,-5.6,74,7.68,8.66,0,545.77,180
1571261440,40,32.89,31.68,21.3,1.5,3.2,5.6,11138.36,1277.69,12512.26,5897.9,660872.56,5.08,20,3,4,10,100,0,0,1037.55,2,1.92,1.7,-5.6,74,7.7,8.85,0,546.67,180
1571261442,40,32.85,31.58,21.22,1.49,3.2,5.6,11412.21,1193.43,12383.53,5982.16,664666.56,5.05,20,3,4,10,100,0,0,1037.55,2,1.99,2.01,-6,78,7.82,8.8,0,559.93,180
1571261443,40,32.83,31.54,21.22,1.46,3,5.6,11422.55,1161.64,12658.36,6154.01,646826.75,5.05,20,3,4,10,100,0,0,1037.55,2,2.08,1.64,-5.6,75,8.07,8.58,0,558.63,180
1571261444,40,32.84,31.56,21.27,1.49,3,5.4,11131.1,1254.03,12853.73,5839.14,659244.77,5.08,20,3,4,10,100,0,0,1037.55,2,1.98,1.62,-5.6,78,8.04,8.29,0,550.91,180
1571261446,40,32.88,31.59,21.22,1.51,3.2,5.6,11206.49,1224.1,12484.42,5982.41,666235.83,5.13,20,3,4,10,100,0,0,1037.55,2,1.97,1.71,-5.6,74,8.23,8.15,0,560.38,180
1571261447,40,32.85,31.61,21.17,1.48,3,5.4,11273.13,1236.91,12766.39,5889.9,638754.74,5.09,20,3,4,10,100,0,0,1037.55,2,1.98,1.62,-5.2,73,8.1,8.78,0,569.87,180
1571261448,40,32.83,31.59,21.14,1.51,3,5.4,11357.39,1136.27,12740.64,6063.1,644404.79,5.04,20,3,4,10,100,0,0,1037.55,2,1.94,2.1,-5.2,74,7.94,8.82,0,553.9,180
1571261450,40,32.82,31.66,21.19,1.5,3.2,5.6,11572.22,1198.97,12716.75,6139.84,683524.63,5.16,20,3,4,10,100,0,0,1037.55,3.5,1.96,2.07,-5.2,71,7.93,8.9,0,552.21,180
